path,label
Garbage classification resized/plastic/plastic_34_aug_1.jpg,plastic
Garbage classification resized/plastic/plastic294.jpg,plastic
Garbage classification resized/trash/trash_560.jpg,trash
Garbage classification resized/trash/trash_40_aug_2.jpg,trash
Garbage classification resized/glass/glass_565.jpg,glass
Garbage classification resized/glass/glass157.jpg,glass
Garbage classification resized/plastic/plastic139.jpg,plastic
Garbage classification resized/cardboard/cardboard_6_aug_0.jpg,cardboard
Garbage classification resized/plastic/plastic438.jpg,plastic
Garbage classification resized/cardboard/cardboard_12.jpg,cardboard
Garbage classification resized/paper/paper467.jpg,paper
Garbage classification resized/glass/glass275.jpg,glass
Garbage classification resized/metal/metal14.jpg,metal
Garbage classification resized/paper/paper267.jpg,paper
Garbage classification resized/metal/metal_486.jpg,metal
Garbage classification resized/glass/glass_33_aug_2.jpg,glass
Garbage classification resized/plastic/plastic216.jpg,plastic
Garbage classification resized/cardboard/cardboard58.jpg,cardboard
Garbage classification resized/metal/metal385.jpg,metal
Garbage classification resized/glass/glass_576.jpg,glass
Garbage classification resized/metal/metal319.jpg,metal
Garbage classification resized/cardboard/cardboard264.jpg,cardboard
Garbage classification resized/metal/metal38.jpg,metal
Garbage classification resized/cardboard/cardboard_453.jpg,cardboard
Garbage classification resized/metal/metal_16_aug_2.jpg,metal
Garbage classification resized/plastic/plastic_19_aug_2.jpg,plastic
Garbage classification resized/metal/metal330.jpg,metal
Garbage classification resized/paper/paper322.jpg,paper
Garbage classification resized/paper/paper585.jpg,paper
Garbage classification resized/metal/metal208.jpg,metal
Garbage classification resized/metal/metal229.jpg,metal
Garbage classification resized/paper/paper365.jpg,paper
Garbage classification resized/plastic/plastic406.jpg,plastic
Garbage classification resized/paper/paper576.jpg,paper
Garbage classification resized/glass/glass399.jpg,glass
Garbage classification resized/metal/metal_35_aug_2.jpg,metal
Garbage classification resized/cardboard/cardboard_0_aug_1.jpg,cardboard
Garbage classification resized/cardboard/cardboard167.jpg,cardboard
Garbage classification resized/glass/glass378.jpg,glass
Garbage classification resized/cardboard/cardboard202.jpg,cardboard
Garbage classification resized/paper/paper499.jpg,paper
Garbage classification resized/glass/glass136.jpg,glass
Garbage classification resized/paper/paper458.jpg,paper
Garbage classification resized/paper/paper_37_aug_1.jpg,paper
Garbage classification resized/plastic/plastic_2_aug_3.jpg,plastic
Garbage classification resized/trash/trash_145.jpg,trash
Garbage classification resized/plastic/plastic466.jpg,plastic
Garbage classification resized/metal/metal220.jpg,metal
Garbage classification resized/trash/trash_322.jpg,trash
Garbage classification resized/metal/metal398.jpg,metal
Garbage classification resized/metal/metal_560.jpg,metal
Garbage classification resized/cardboard/cardboard322.jpg,cardboard
Garbage classification resized/cardboard/cardboard20.jpg,cardboard
Garbage classification resized/plastic/plastic_506.jpg,plastic
Garbage classification resized/trash/trash_17.jpg,trash
Garbage classification resized/plastic/plastic220.jpg,plastic
Garbage classification resized/plastic/plastic239.jpg,plastic
Garbage classification resized/metal/metal_4_aug_0.jpg,metal
Garbage classification resized/cardboard/cardboard219.jpg,cardboard
Garbage classification resized/paper/paper37.jpg,paper
Garbage classification resized/metal/metal118.jpg,metal
Garbage classification resized/cardboard/cardboard_23_aug_3.jpg,cardboard
Garbage classification resized/metal/metal286.jpg,metal
Garbage classification resized/paper/paper221.jpg,paper
Garbage classification resized/trash/trash_556.jpg,trash
Garbage classification resized/glass/glass254.jpg,glass
Garbage classification resized/plastic/plastic454.jpg,plastic
Garbage classification resized/plastic/plastic243.jpg,plastic
Garbage classification resized/trash/trash_251.jpg,trash
Garbage classification resized/glass/glass92.jpg,glass
Garbage classification resized/trash/trash_27_aug_1.jpg,trash
Garbage classification resized/trash/trash103.jpg,trash
Garbage classification resized/paper/paper569.jpg,paper
Garbage classification resized/metal/metal214.jpg,metal
Garbage classification resized/metal/metal246.jpg,metal
Garbage classification resized/glass/glass410.jpg,glass
Garbage classification resized/metal/metal_41_aug_0.jpg,metal
Garbage classification resized/glass/glass352.jpg,glass
Garbage classification resized/cardboard/cardboard_589.jpg,cardboard
Garbage classification resized/trash/trash_248.jpg,trash
Garbage classification resized/trash/trash_47_aug_2.jpg,trash
Garbage classification resized/plastic/plastic97.jpg,plastic
Garbage classification resized/trash/trash_443.jpg,trash
Garbage classification resized/paper/paper_6.jpg,paper
Garbage classification resized/glass/glass137.jpg,glass
Garbage classification resized/metal/metal_25_aug_3.jpg,metal
Garbage classification resized/glass/glass66.jpg,glass
Garbage classification resized/trash/trash_516.jpg,trash
Garbage classification resized/plastic/plastic98.jpg,plastic
Garbage classification resized/trash/trash_447.jpg,trash
Garbage classification resized/cardboard/cardboard_6_aug_2.jpg,cardboard
Garbage classification resized/plastic/plastic_24_aug_2.jpg,plastic
Garbage classification resized/glass/glass_48.jpg,glass
Garbage classification resized/paper/paper_1_aug_0.jpg,paper
Garbage classification resized/paper/paper505.jpg,paper
Garbage classification resized/trash/trash_567.jpg,trash
Garbage classification resized/trash/trash_531.jpg,trash
Garbage classification resized/glass/glass171.jpg,glass
Garbage classification resized/paper/paper523.jpg,paper
Garbage classification resized/metal/metal61.jpg,metal
Garbage classification resized/glass/glass30.jpg,glass
Garbage classification resized/plastic/plastic_485.jpg,plastic
Garbage classification resized/metal/metal74.jpg,metal
Garbage classification resized/plastic/plastic55.jpg,plastic
Garbage classification resized/glass/glass419.jpg,glass
Garbage classification resized/trash/trash_40_aug_0.jpg,trash
Garbage classification resized/trash/trash9.jpg,trash
Garbage classification resized/trash/trash_340.jpg,trash
Garbage classification resized/glass/glass_591.jpg,glass
Garbage classification resized/trash/trash_382.jpg,trash
Garbage classification resized/trash/trash_19_aug_1.jpg,trash
Garbage classification resized/metal/metal_36.jpg,metal
Garbage classification resized/metal/metal_410.jpg,metal
Garbage classification resized/metal/metal_44_aug_2.jpg,metal
Garbage classification resized/cardboard/cardboard304.jpg,cardboard
Garbage classification resized/plastic/plastic_3_aug_0.jpg,plastic
Garbage classification resized/trash/trash38.jpg,trash
Garbage classification resized/cardboard/cardboard256.jpg,cardboard
Garbage classification resized/trash/trash_558.jpg,trash
Garbage classification resized/paper/paper_6_aug_3.jpg,paper
Garbage classification resized/metal/metal99.jpg,metal
Garbage classification resized/paper/paper565.jpg,paper
Garbage classification resized/paper/paper546.jpg,paper
Garbage classification resized/glass/glass_13_aug_1.jpg,glass
Garbage classification resized/paper/paper63.jpg,paper
Garbage classification resized/glass/glass492.jpg,glass
Garbage classification resized/cardboard/cardboard80.jpg,cardboard
Garbage classification resized/cardboard/cardboard_526.jpg,cardboard
Garbage classification resized/metal/metal295.jpg,metal
Garbage classification resized/cardboard/cardboard_507.jpg,cardboard
Garbage classification resized/metal/metal_31_aug_2.jpg,metal
Garbage classification resized/cardboard/cardboard_412.jpg,cardboard
Garbage classification resized/glass/glass118.jpg,glass
Garbage classification resized/metal/metal381.jpg,metal
Garbage classification resized/cardboard/cardboard_580.jpg,cardboard
Garbage classification resized/cardboard/cardboard_7_aug_2.jpg,cardboard
Garbage classification resized/cardboard/cardboard_488.jpg,cardboard
Garbage classification resized/metal/metal143.jpg,metal
Garbage classification resized/plastic/plastic262.jpg,plastic
Garbage classification resized/glass/glass178.jpg,glass
Garbage classification resized/cardboard/cardboard_11_aug_1.jpg,cardboard
Garbage classification resized/glass/glass246.jpg,glass
Garbage classification resized/cardboard/cardboard_518.jpg,cardboard
Garbage classification resized/glass/glass262.jpg,glass
Garbage classification resized/cardboard/cardboard_562.jpg,cardboard
Garbage classification resized/metal/metal109.jpg,metal
Garbage classification resized/paper/paper261.jpg,paper
Garbage classification resized/plastic/plastic247.jpg,plastic
Garbage classification resized/trash/trash_139.jpg,trash
Garbage classification resized/plastic/plastic296.jpg,plastic
Garbage classification resized/cardboard/cardboard_9_aug_3.jpg,cardboard
Garbage classification resized/glass/glass_4_aug_2.jpg,glass
Garbage classification resized/plastic/plastic408.jpg,plastic
Garbage classification resized/metal/metal_589.jpg,metal
Garbage classification resized/cardboard/cardboard56.jpg,cardboard
Garbage classification resized/trash/trash_26_aug_0.jpg,trash
Garbage classification resized/metal/metal_9_aug_2.jpg,metal
Garbage classification resized/trash/trash_392.jpg,trash
Garbage classification resized/glass/glass_32_aug_0.jpg,glass
Garbage classification resized/metal/metal_530.jpg,metal
Garbage classification resized/plastic/plastic399.jpg,plastic
Garbage classification resized/cardboard/cardboard133.jpg,cardboard
Garbage classification resized/metal/metal291.jpg,metal
Garbage classification resized/glass/glass24.jpg,glass
Garbage classification resized/trash/trash_39_aug_0.jpg,trash
Garbage classification resized/cardboard/cardboard_477.jpg,cardboard
Garbage classification resized/glass/glass_47.jpg,glass
Garbage classification resized/metal/metal_48.jpg,metal
Garbage classification resized/paper/paper169.jpg,paper
Garbage classification resized/trash/trash134.jpg,trash
Garbage classification resized/paper/paper270.jpg,paper
Garbage classification resized/trash/trash_29_aug_1.jpg,trash
Garbage classification resized/metal/metal221.jpg,metal
Garbage classification resized/metal/metal_30_aug_1.jpg,metal
Garbage classification resized/plastic/plastic_27.jpg,plastic
Garbage classification resized/glass/glass80.jpg,glass
Garbage classification resized/paper/paper_45_aug_0.jpg,paper
Garbage classification resized/metal/metal164.jpg,metal
Garbage classification resized/cardboard/cardboard146.jpg,cardboard
Garbage classification resized/plastic/plastic_49.jpg,plastic
Garbage classification resized/cardboard/cardboard_555.jpg,cardboard
Garbage classification resized/trash/trash_4_aug_1.jpg,trash
Garbage classification resized/trash/trash_224.jpg,trash
Garbage classification resized/glass/glass358.jpg,glass
Garbage classification resized/cardboard/cardboard309.jpg,cardboard
Garbage classification resized/metal/metal252.jpg,metal
Garbage classification resized/metal/metal_580.jpg,metal
Garbage classification resized/paper/paper48.jpg,paper
Garbage classification resized/cardboard/cardboard_437.jpg,cardboard
Garbage classification resized/paper/paper_43.jpg,paper
Garbage classification resized/metal/metal_36_aug_2.jpg,metal
Garbage classification resized/metal/metal178.jpg,metal
Garbage classification resized/trash/trash_430.jpg,trash
Garbage classification resized/trash/trash_529.jpg,trash
Garbage classification resized/cardboard/cardboard_2_aug_1.jpg,cardboard
Garbage classification resized/metal/metal201.jpg,metal
Garbage classification resized/metal/metal_2_aug_2.jpg,metal
Garbage classification resized/plastic/plastic309.jpg,plastic
Garbage classification resized/plastic/plastic301.jpg,plastic
Garbage classification resized/metal/metal_557.jpg,metal
Garbage classification resized/trash/trash_22_aug_2.jpg,trash
Garbage classification resized/cardboard/cardboard72.jpg,cardboard
Garbage classification resized/glass/glass377.jpg,glass
Garbage classification resized/paper/paper239.jpg,paper
Garbage classification resized/cardboard/cardboard_33_aug_2.jpg,cardboard
Garbage classification resized/metal/metal167.jpg,metal
Garbage classification resized/paper/paper_14_aug_0.jpg,paper
Garbage classification resized/glass/glass_522.jpg,glass
Garbage classification resized/paper/paper149.jpg,paper
Garbage classification resized/cardboard/cardboard_18_aug_2.jpg,cardboard
Garbage classification resized/paper/paper_19_aug_0.jpg,paper
Garbage classification resized/glass/glass_48_aug_3.jpg,glass
Garbage classification resized/cardboard/cardboard_435.jpg,cardboard
Garbage classification resized/paper/paper329.jpg,paper
Garbage classification resized/plastic/plastic_48_aug_3.jpg,plastic
Garbage classification resized/plastic/plastic_18_aug_0.jpg,plastic
Garbage classification resized/plastic/plastic131.jpg,plastic
Garbage classification resized/glass/glass415.jpg,glass
Garbage classification resized/paper/paper559.jpg,paper
Garbage classification resized/trash/trash_547.jpg,trash
Garbage classification resized/glass/glass173.jpg,glass
Garbage classification resized/paper/paper_2_aug_1.jpg,paper
Garbage classification resized/glass/glass_6.jpg,glass
Garbage classification resized/plastic/plastic_508.jpg,plastic
Garbage classification resized/metal/metal_24_aug_0.jpg,metal
Garbage classification resized/cardboard/cardboard_529.jpg,cardboard
Garbage classification resized/plastic/plastic125.jpg,plastic
Garbage classification resized/cardboard/cardboard_41_aug_2.jpg,cardboard
Garbage classification resized/metal/metal_425.jpg,metal
Garbage classification resized/plastic/plastic46.jpg,plastic
Garbage classification resized/plastic/plastic_3.jpg,plastic
Garbage classification resized/metal/metal90.jpg,metal
Garbage classification resized/glass/glass_34_aug_0.jpg,glass
Garbage classification resized/trash/trash_214.jpg,trash
Garbage classification resized/paper/paper219.jpg,paper
Garbage classification resized/paper/paper_0_aug_1.jpg,paper
Garbage classification resized/glass/glass_7_aug_1.jpg,glass
Garbage classification resized/cardboard/cardboard9.jpg,cardboard
Garbage classification resized/cardboard/cardboard297.jpg,cardboard
Garbage classification resized/plastic/plastic357.jpg,plastic
Garbage classification resized/paper/paper66.jpg,paper
Garbage classification resized/paper/paper2.jpg,paper
Garbage classification resized/cardboard/cardboard_43_aug_0.jpg,cardboard
Garbage classification resized/glass/glass469.jpg,glass
Garbage classification resized/glass/glass226.jpg,glass
Garbage classification resized/cardboard/cardboard_49_aug_3.jpg,cardboard
Garbage classification resized/glass/glass_528.jpg,glass
Garbage classification resized/plastic/plastic36.jpg,plastic
Garbage classification resized/cardboard/cardboard_520.jpg,cardboard
Garbage classification resized/cardboard/cardboard_416.jpg,cardboard
Garbage classification resized/trash/trash3.jpg,trash
Garbage classification resized/plastic/plastic_40_aug_3.jpg,plastic
Garbage classification resized/metal/metal_461.jpg,metal
Garbage classification resized/trash/trash_26_aug_2.jpg,trash
Garbage classification resized/trash/trash_24_aug_3.jpg,trash
Garbage classification resized/cardboard/cardboard121.jpg,cardboard
Garbage classification resized/metal/metal_549.jpg,metal
Garbage classification resized/metal/metal189.jpg,metal
Garbage classification resized/metal/metal137.jpg,metal
Garbage classification resized/trash/trash_215.jpg,trash
Garbage classification resized/glass/glass277.jpg,glass
Garbage classification resized/metal/metal360.jpg,metal
Garbage classification resized/metal/metal_5.jpg,metal
Garbage classification resized/metal/metal_551.jpg,metal
Garbage classification resized/glass/glass240.jpg,glass
Garbage classification resized/paper/paper584.jpg,paper
Garbage classification resized/plastic/plastic412.jpg,plastic
Garbage classification resized/paper/paper_7_aug_2.jpg,paper
Garbage classification resized/plastic/plastic_3_aug_1.jpg,plastic
Garbage classification resized/trash/trash_9.jpg,trash
Garbage classification resized/trash/trash_14_aug_0.jpg,trash
Garbage classification resized/cardboard/cardboard39.jpg,cardboard
Garbage classification resized/plastic/plastic_18_aug_1.jpg,plastic
Garbage classification resized/metal/metal324.jpg,metal
Garbage classification resized/paper/paper_10.jpg,paper
Garbage classification resized/plastic/plastic336.jpg,plastic
Garbage classification resized/metal/metal_490.jpg,metal
Garbage classification resized/glass/glass54.jpg,glass
Garbage classification resized/glass/glass67.jpg,glass
Garbage classification resized/plastic/plastic_8_aug_2.jpg,plastic
Garbage classification resized/cardboard/cardboard_427.jpg,cardboard
Garbage classification resized/glass/glass_50_aug_0.jpg,glass
Garbage classification resized/plastic/plastic63.jpg,plastic
Garbage classification resized/paper/paper_49_aug_2.jpg,paper
Garbage classification resized/paper/paper24.jpg,paper
Garbage classification resized/cardboard/cardboard_523.jpg,cardboard
Garbage classification resized/cardboard/cardboard159.jpg,cardboard
Garbage classification resized/metal/metal_548.jpg,metal
Garbage classification resized/paper/paper_15.jpg,paper
Garbage classification resized/glass/glass_0_aug_0.jpg,glass
Garbage classification resized/plastic/plastic_521.jpg,plastic
Garbage classification resized/trash/trash_188.jpg,trash
Garbage classification resized/paper/paper514.jpg,paper
Garbage classification resized/cardboard/cardboard_23_aug_0.jpg,cardboard
Garbage classification resized/cardboard/cardboard231.jpg,cardboard
Garbage classification resized/glass/glass_582.jpg,glass
Garbage classification resized/trash/trash_152.jpg,trash
Garbage classification resized/paper/paper464.jpg,paper
Garbage classification resized/plastic/plastic66.jpg,plastic
Garbage classification resized/cardboard/cardboard253.jpg,cardboard
Garbage classification resized/paper/paper364.jpg,paper
Garbage classification resized/cardboard/cardboard51.jpg,cardboard
Garbage classification resized/paper/paper289.jpg,paper
Garbage classification resized/cardboard/cardboard5.jpg,cardboard
Garbage classification resized/cardboard/cardboard_552.jpg,cardboard
Garbage classification resized/trash/trash23.jpg,trash
Garbage classification resized/cardboard/cardboard284.jpg,cardboard
Garbage classification resized/paper/paper_8.jpg,paper
Garbage classification resized/paper/paper250.jpg,paper
Garbage classification resized/trash/trash54.jpg,trash
Garbage classification resized/glass/glass_550.jpg,glass
Garbage classification resized/glass/glass366.jpg,glass
Garbage classification resized/paper/paper508.jpg,paper
Garbage classification resized/plastic/plastic_37_aug_0.jpg,plastic
Garbage classification resized/metal/metal191.jpg,metal
Garbage classification resized/cardboard/cardboard321.jpg,cardboard
Garbage classification resized/metal/metal_7.jpg,metal
Garbage classification resized/cardboard/cardboard_9.jpg,cardboard
Garbage classification resized/paper/paper545.jpg,paper
Garbage classification resized/trash/trash_510.jpg,trash
Garbage classification resized/trash/trash_171.jpg,trash
Garbage classification resized/plastic/plastic_37_aug_2.jpg,plastic
Garbage classification resized/glass/glass_30.jpg,glass
Garbage classification resized/metal/metal_465.jpg,metal
Garbage classification resized/cardboard/cardboard_418.jpg,cardboard
Garbage classification resized/paper/paper572.jpg,paper
Garbage classification resized/paper/paper590.jpg,paper
Garbage classification resized/trash/trash_50_aug_1.jpg,trash
Garbage classification resized/plastic/plastic_21.jpg,plastic
Garbage classification resized/cardboard/cardboard_530.jpg,cardboard
Garbage classification resized/paper/paper50.jpg,paper
Garbage classification resized/trash/trash_9_aug_0.jpg,trash
Garbage classification resized/cardboard/cardboard_509.jpg,cardboard
Garbage classification resized/plastic/plastic158.jpg,plastic
Garbage classification resized/plastic/plastic107.jpg,plastic
Garbage classification resized/paper/paper_38_aug_1.jpg,paper
Garbage classification resized/plastic/plastic53.jpg,plastic
Garbage classification resized/glass/glass_39_aug_1.jpg,glass
Garbage classification resized/plastic/plastic307.jpg,plastic
Garbage classification resized/glass/glass_4_aug_1.jpg,glass
Garbage classification resized/metal/metal_3_aug_1.jpg,metal
Garbage classification resized/metal/metal131.jpg,metal
Garbage classification resized/cardboard/cardboard78.jpg,cardboard
Garbage classification resized/trash/trash125.jpg,trash
Garbage classification resized/trash/trash_172.jpg,trash
Garbage classification resized/glass/glass98.jpg,glass
Garbage classification resized/cardboard/cardboard_13_aug_2.jpg,cardboard
Garbage classification resized/paper/paper_9_aug_3.jpg,paper
Garbage classification resized/metal/metal_541.jpg,metal
Garbage classification resized/glass/glass359.jpg,glass
Garbage classification resized/metal/metal_420.jpg,metal
Garbage classification resized/cardboard/cardboard345.jpg,cardboard
Garbage classification resized/cardboard/cardboard288.jpg,cardboard
Garbage classification resized/glass/glass_45_aug_1.jpg,glass
Garbage classification resized/paper/paper167.jpg,paper
Garbage classification resized/paper/paper223.jpg,paper
Garbage classification resized/metal/metal334.jpg,metal
Garbage classification resized/metal/metal141.jpg,metal
Garbage classification resized/glass/glass_43_aug_1.jpg,glass
Garbage classification resized/metal/metal_10.jpg,metal
Garbage classification resized/trash/trash5.jpg,trash
Garbage classification resized/glass/glass327.jpg,glass
Garbage classification resized/plastic/plastic_27_aug_1.jpg,plastic
Garbage classification resized/glass/glass_43.jpg,glass
Garbage classification resized/trash/trash_588.jpg,trash
Garbage classification resized/plastic/plastic_45_aug_0.jpg,plastic
Garbage classification resized/metal/metal_26_aug_2.jpg,metal
Garbage classification resized/plastic/plastic271.jpg,plastic
Garbage classification resized/trash/trash_50.jpg,trash
Garbage classification resized/paper/paper288.jpg,paper
Garbage classification resized/glass/glass308.jpg,glass
Garbage classification resized/plastic/plastic_14_aug_2.jpg,plastic
Garbage classification resized/plastic/plastic_50_aug_2.jpg,plastic
Garbage classification resized/cardboard/cardboard_41_aug_3.jpg,cardboard
Garbage classification resized/paper/paper272.jpg,paper
Garbage classification resized/cardboard/cardboard_465.jpg,cardboard
Garbage classification resized/metal/metal_38.jpg,metal
Garbage classification resized/paper/paper_11.jpg,paper
Garbage classification resized/plastic/plastic_556.jpg,plastic
Garbage classification resized/trash/trash_230.jpg,trash
Garbage classification resized/trash/trash_38_aug_0.jpg,trash
Garbage classification resized/cardboard/cardboard_8_aug_2.jpg,cardboard
Garbage classification resized/plastic/plastic_6_aug_2.jpg,plastic
Garbage classification resized/cardboard/cardboard_16_aug_0.jpg,cardboard
Garbage classification resized/metal/metal37.jpg,metal
Garbage classification resized/metal/metal_436.jpg,metal
Garbage classification resized/cardboard/cardboard_574.jpg,cardboard
Garbage classification resized/metal/metal_13_aug_0.jpg,metal
Garbage classification resized/glass/glass_520.jpg,glass
Garbage classification resized/trash/trash_50_aug_3.jpg,trash
Garbage classification resized/cardboard/cardboard_513.jpg,cardboard
Garbage classification resized/paper/paper81.jpg,paper
Garbage classification resized/glass/glass_7_aug_3.jpg,glass
Garbage classification resized/trash/trash_9_aug_2.jpg,trash
Garbage classification resized/paper/paper11.jpg,paper
Garbage classification resized/paper/paper49.jpg,paper
Garbage classification resized/trash/trash30.jpg,trash
Garbage classification resized/trash/trash_43_aug_0.jpg,trash
Garbage classification resized/paper/paper317.jpg,paper
Garbage classification resized/cardboard/cardboard307.jpg,cardboard
Garbage classification resized/metal/metal_570.jpg,metal
Garbage classification resized/plastic/plastic_49_aug_2.jpg,plastic
Garbage classification resized/metal/metal354.jpg,metal
Garbage classification resized/paper/paper_39_aug_1.jpg,paper
Garbage classification resized/trash/trash69.jpg,trash
Garbage classification resized/cardboard/cardboard164.jpg,cardboard
Garbage classification resized/cardboard/cardboard221.jpg,cardboard
Garbage classification resized/trash/trash_561.jpg,trash
Garbage classification resized/metal/metal314.jpg,metal
Garbage classification resized/metal/metal_26_aug_0.jpg,metal
Garbage classification resized/plastic/plastic12.jpg,plastic
Garbage classification resized/cardboard/cardboard_444.jpg,cardboard
Garbage classification resized/paper/paper_12_aug_0.jpg,paper
Garbage classification resized/cardboard/cardboard342.jpg,cardboard
Garbage classification resized/metal/metal_1_aug_3.jpg,metal
Garbage classification resized/metal/metal_569.jpg,metal
Garbage classification resized/paper/paper_15_aug_1.jpg,paper
Garbage classification resized/paper/paper450.jpg,paper
Garbage classification resized/glass/glass_17.jpg,glass
Garbage classification resized/cardboard/cardboard77.jpg,cardboard
Garbage classification resized/paper/paper218.jpg,paper
Garbage classification resized/trash/trash_416.jpg,trash
Garbage classification resized/trash/trash_462.jpg,trash
Garbage classification resized/paper/paper161.jpg,paper
Garbage classification resized/plastic/plastic166.jpg,plastic
Garbage classification resized/cardboard/cardboard_406.jpg,cardboard
Garbage classification resized/trash/trash_569.jpg,trash
Garbage classification resized/trash/trash_13_aug_1.jpg,trash
Garbage classification resized/plastic/plastic_31_aug_1.jpg,plastic
Garbage classification resized/cardboard/cardboard_15_aug_3.jpg,cardboard
Garbage classification resized/plastic/plastic_12_aug_3.jpg,plastic
Garbage classification resized/plastic/plastic_533.jpg,plastic
Garbage classification resized/cardboard/cardboard239.jpg,cardboard
Garbage classification resized/glass/glass_16.jpg,glass
Garbage classification resized/cardboard/cardboard_4_aug_3.jpg,cardboard
Garbage classification resized/metal/metal_507.jpg,metal
Garbage classification resized/cardboard/cardboard2.jpg,cardboard
Garbage classification resized/metal/metal72.jpg,metal
Garbage classification resized/paper/paper_12_aug_1.jpg,paper
Garbage classification resized/glass/glass291.jpg,glass
Garbage classification resized/metal/metal_19_aug_0.jpg,metal
Garbage classification resized/plastic/plastic151.jpg,plastic
Garbage classification resized/cardboard/cardboard162.jpg,cardboard
Garbage classification resized/glass/glass243.jpg,glass
Garbage classification resized/cardboard/cardboard_39_aug_1.jpg,cardboard
Garbage classification resized/cardboard/cardboard_556.jpg,cardboard
Garbage classification resized/glass/glass432.jpg,glass
Garbage classification resized/metal/metal_31.jpg,metal
Garbage classification resized/metal/metal_8_aug_1.jpg,metal
Garbage classification resized/trash/trash_47.jpg,trash
Garbage classification resized/glass/glass_10.jpg,glass
Garbage classification resized/metal/metal181.jpg,metal
Garbage classification resized/trash/trash_223.jpg,trash
Garbage classification resized/metal/metal205.jpg,metal
Garbage classification resized/paper/paper59.jpg,paper
Garbage classification resized/paper/paper77.jpg,paper
Garbage classification resized/glass/glass_513.jpg,glass
Garbage classification resized/trash/trash_362.jpg,trash
Garbage classification resized/glass/glass374.jpg,glass
Garbage classification resized/trash/trash_386.jpg,trash
Garbage classification resized/paper/paper489.jpg,paper
Garbage classification resized/trash/trash_6_aug_1.jpg,trash
Garbage classification resized/trash/trash_544.jpg,trash
Garbage classification resized/glass/glass_17_aug_0.jpg,glass
Garbage classification resized/plastic/plastic368.jpg,plastic
Garbage classification resized/trash/trash_23_aug_2.jpg,trash
Garbage classification resized/glass/glass241.jpg,glass
Garbage classification resized/plastic/plastic_9.jpg,plastic
Garbage classification resized/trash/trash_436.jpg,trash
Garbage classification resized/paper/paper594.jpg,paper
Garbage classification resized/metal/metal384.jpg,metal
Garbage classification resized/glass/glass122.jpg,glass
Garbage classification resized/glass/glass154.jpg,glass
Garbage classification resized/glass/glass236.jpg,glass
Garbage classification resized/paper/paper236.jpg,paper
Garbage classification resized/glass/glass_40_aug_3.jpg,glass
Garbage classification resized/glass/glass274.jpg,glass
Garbage classification resized/plastic/plastic_531.jpg,plastic
Garbage classification resized/paper/paper146.jpg,paper
Garbage classification resized/plastic/plastic356.jpg,plastic
Garbage classification resized/glass/glass_521.jpg,glass
Garbage classification resized/cardboard/cardboard26.jpg,cardboard
Garbage classification resized/trash/trash_337.jpg,trash
Garbage classification resized/paper/paper460.jpg,paper
Garbage classification resized/plastic/plastic_494.jpg,plastic
Garbage classification resized/paper/paper356.jpg,paper
Garbage classification resized/plastic/plastic_25_aug_0.jpg,plastic
Garbage classification resized/paper/paper_49_aug_3.jpg,paper
Garbage classification resized/plastic/plastic112.jpg,plastic
Garbage classification resized/trash/trash_221.jpg,trash
Garbage classification resized/glass/glass292.jpg,glass
Garbage classification resized/plastic/plastic149.jpg,plastic
Garbage classification resized/paper/paper244.jpg,paper
Garbage classification resized/plastic/plastic319.jpg,plastic
Garbage classification resized/glass/glass404.jpg,glass
Garbage classification resized/cardboard/cardboard_413.jpg,cardboard
Garbage classification resized/paper/paper534.jpg,paper
Garbage classification resized/metal/metal_32_aug_2.jpg,metal
Garbage classification resized/trash/trash_213.jpg,trash
Garbage classification resized/paper/paper275.jpg,paper
Garbage classification resized/cardboard/cardboard62.jpg,cardboard
Garbage classification resized/cardboard/cardboard_31_aug_0.jpg,cardboard
Garbage classification resized/trash/trash_363.jpg,trash
Garbage classification resized/plastic/plastic325.jpg,plastic
Garbage classification resized/trash/trash_277.jpg,trash
Garbage classification resized/metal/metal_429.jpg,metal
Garbage classification resized/plastic/plastic_21_aug_1.jpg,plastic
Garbage classification resized/plastic/plastic_499.jpg,plastic
Garbage classification resized/glass/glass200.jpg,glass
Garbage classification resized/trash/trash_5_aug_2.jpg,trash
Garbage classification resized/metal/metal_456.jpg,metal
Garbage classification resized/plastic/plastic308.jpg,plastic
Garbage classification resized/trash/trash_361.jpg,trash
Garbage classification resized/trash/trash_161.jpg,trash
Garbage classification resized/paper/paper339.jpg,paper
Garbage classification resized/glass/glass444.jpg,glass
Garbage classification resized/cardboard/cardboard380.jpg,cardboard
Garbage classification resized/paper/paper502.jpg,paper
Garbage classification resized/trash/trash_13_aug_3.jpg,trash
Garbage classification resized/cardboard/cardboard364.jpg,cardboard
Garbage classification resized/plastic/plastic351.jpg,plastic
Garbage classification resized/cardboard/cardboard_42_aug_2.jpg,cardboard
Garbage classification resized/glass/glass103.jpg,glass
Garbage classification resized/metal/metal47.jpg,metal
Garbage classification resized/plastic/plastic178.jpg,plastic
Garbage classification resized/cardboard/cardboard263.jpg,cardboard
Garbage classification resized/metal/metal_531.jpg,metal
Garbage classification resized/paper/paper213.jpg,paper
Garbage classification resized/glass/glass_28_aug_2.jpg,glass
Garbage classification resized/plastic/plastic_11.jpg,plastic
Garbage classification resized/cardboard/cardboard384.jpg,cardboard
Garbage classification resized/plastic/plastic196.jpg,plastic
Garbage classification resized/cardboard/cardboard28.jpg,cardboard
